frame_index,shape,color_mask,cx,cy,area
159,pentagon,magenta,1302,598,36260
159,quadrilateral,bright_green,1058,229,26941
160,quadrilateral,red,230,336,30030
160,polygon,yellow,1454,639,25030
160,triangle,blue,732,596,20709
160,pentagon,magenta,1300,596,36362
160,quadrilateral,bright_green,1056,267,26895
161,quadrilateral,red,228,339,30101
161,polygon,yellow,1459,612,26093
161,triangle,blue,734,594,20789
161,pentagon,magenta,1298,592,36205
161,quadrilateral,bright_green,1056,306,27109
162,quadrilateral,red,227,341,29939
162,polygon,yellow,1464,585,27740
162,triangle,blue,736,592,20833
162,pentagon,magenta,1296,589,36115
162,quadrilateral,bright_green,1055,343,26930
163,quadrilateral,red,227,344,30031
163,circle,yellow,1467,559,29150
163,triangle,blue,738,589,20991
163,pentagon,magenta,1294,586,36372
163,quadrilateral,bright_green,1056,381,27032
164,quadrilateral,red,225,346,29974
164,circle,yellow,1469,534,30404
164,triangle,blue,740,586,20669
164,pentagon,magenta,1292,582,36289
164,quadrilateral,bright_green,1055,419,26833
165,quadrilateral,red,225,349,29970
165,circle,yellow,1467,509,31166
165,triangle,blue,742,583,20822
165,pentagon,magenta,1290,579,36244
165,quadrilateral,bright_green,1054,457,26813
166,quadrilateral,red,225,352,30017
166,circle,yellow,1460,484,31638
166,triangle,blue,745,581,20900
166,pentagon,magenta,1288,576,36498
166,quadrilateral,bright_green,1055,495,26705
167,quadrilateral,red,225,354,30029
167,circle,yellow,1451,460,32115
167,triangle,blue,747,579,20990
167,pentagon,magenta,1287,572,36401
167,quadrilateral,bright_green,1054,533,26724
168,quadrilateral,red,223,357,29984
168,circle,yellow,1440,437,32725
168,triangle,blue,749,576,20789
168,pentagon,magenta,1285,568,36367
168,quadrilateral,bright_green,1054,571,26870
169,quadrilateral,red,223,360,30015
169,circle,yellow,1429,413,32984
169,triangle,blue,752,573,20946
169,pentagon,magenta,1283,565,36324
169,quadrilateral,bright_green,1053,609,26781
170,quadrilateral,red,222,363,30108
170,circle,yellow,1416,389,33026
170,triangle,blue,754,571,21059
170,pentagon,magenta,1281,562,36543
170,quadrilateral,bright_green,1053,647,26811
171,quadrilateral,red,222,365,30149
171,circle,yellow,1401,366,33035
171,triangle,blue,756,568,20795
171,circle,magenta,1278,558,36501
171,quadrilateral,bright_green,1052,685,26970
172,quadrilateral,red,221,368,29951
172,circle,yellow,1384,343,33032
172,triangle,blue,758,565,20950
172,pentagon,magenta,1276,554,36316
172,quadrilateral,bright_green,1052,723,26762
173,quadrilateral,red,221,371,29965
173,circle,yellow,1366,320,33041
173,triangle,blue,761,562,20694
173,pentagon,magenta,1274,550,36316
173,quadrilateral,bright_green,1049,761,26987
174,quadrilateral,red,221,374,30027
174,circle,yellow,1346,298,33041
174,triangle,blue,763,560,20869
174,pentagon,magenta,1272,546,36283
174,quadrilateral,bright_green,1045,799,26841
175,quadrilateral,red,221,377,30067
175,circle,yellow,1325,276,33021
175,triangle,blue,766,557,21027
175,pentagon,magenta,1270,542,36340
175,quadrilateral,bright_green,1041,837,26959
176,quadrilateral,red,219,380,29938
176,circle,yellow,1301,255,33001
176,triangle,blue,768,554,20818
176,pentagon,magenta,1268,539,36289
176,quadrilateral,bright_green,1034,875,26799
177,quadrilateral,red,219,383,29917
177,circle,yellow,1277,235,32975
177,triangle,blue,771,551,20997
177,pentagon,magenta,1265,535,36293
177,quadrilateral,bright_green,1027,889,27038
178,quadrilateral,red,219,386,30022
178,circle,yellow,1250,215,33030
178,triangle,blue,773,548,20815
178,pentagon,magenta,1263,531,36208
178,quadrilateral,bright_green,1016,851,26947
179,quadrilateral,red,217,389,29961
179,circle,yellow,1221,196,33013
179,triangle,blue,776,545,20939
179,pentagon,magenta,1261,527,36120
179,quadrilateral,bright_green,1005,813,26906
180,quadrilateral,red,217,392,30027
180,circle,yellow,1191,178,33019
180,triangle,blue,779,542,20792
180,pentagon,magenta,1259,523,36338
180,quadrilateral,bright_green,994,775,26895
181,quadrilateral,red,216,395,30082
181,circle,yellow,1154,165,33013
181,triangle,blue,781,539,20963
181,pentagon,magenta,1256,519,36164
181,quadrilateral,bright_green,983,739,27122
182,quadrilateral,red,217,398,30009
182,circle,yellow,1111,159,32957
182,triangle,blue,784,536,20777
182,pentagon,magenta,1253,515,36236
182,quadrilateral,bright_green,972,701,26906
183,quadrilateral,red,215,402,30035
183,circle,yellow,1068,153,33016
183,triangle,blue,786,533,20952
183,pentagon,magenta,1250,511,36279
183,quadrilateral,bright_green,961,663,26812
184,quadrilateral,red,214,405,29991
184,circle,yellow,1032,159,33043
184,quadrilateral,blue,785,527,19872
184,pentagon,magenta,1247,507,36208
184,quadrilateral,bright_green,950,625,26786
185,quadrilateral,red,214,408,30065
185,circle,yellow,1013,181,32964
185,quadrilateral,blue,782,522,18529
185,pentagon,magenta,1244,503,36287
185,quadrilateral,bright_green,939,589,26735
186,quadrilateral,red,213,411,30007
186,circle,yellow,997,204,32996
186,quadrilateral,blue,778,515,16327
186,pentagon,magenta,1241,498,36323
186,quadrilateral,bright_green,928,551,26704
187,quadrilateral,red,214,415,30045
187,circle,yellow,984,228,33062
187,quadrilateral,blue,771,509,13107
187,pentagon,magenta,1238,494,36328
187,quadrilateral,bright_green,913,513,26676
188,quadrilateral,red,213,418,30034
188,circle,yellow,974,252,33061
188,pentagon,blue,788,527,14148
188,pentagon,magenta,1235,490,36340
188,quadrilateral,bright_green,899,476,26873
189,quadrilateral,red,211,421,30066
189,circle,yellow,967,275,32452
189,pentagon,blue,799,538,14085
189,pentagon,magenta,1232,486,36370
189,quadrilateral,bright_green,884,439,26751
190,quadrilateral,red,211,425,30060
190,polygon,yellow,970,289,27460
190,quadrilateral,blue,806,528,16550
190,pentagon,magenta,1229,482,36456
190,quadrilateral,bright_green,870,401,26659
191,quadrilateral,red,211,428,30028
191,polygon,yellow,982,310,21659
191,quadrilateral,blue,809,515,19465
191,pentagon,magenta,1226,478,36568
191,quadrilateral,bright_green,856,365,26719
192,quadrilateral,red,210,432,30065
192,polygon,yellow,978,358,22615
192,quadrilateral,blue,812,505,20643
192,pentagon,magenta,1222,473,36270
192,quadrilateral,bright_green,841,327,26748
193,quadrilateral,red,210,435,30060
193,polygon,yellow,959,385,28147
193,triangle,blue,815,500,20766
193,pentagon,magenta,1219,468,36229
193,quadrilateral,bright_green,827,291,26854
194,quadrilateral,red,208,439,30066
194,circle,yellow,948,402,32412
194,triangle,blue,817,498,20768
194,pentagon,magenta,1215,464,36309
194,quadrilateral,bright_green,812,253,26772
195,quadrilateral,red,208,443,30126
195,circle,yellow,945,425,32956
195,quadrilateral,blue,815,496,18680
195,pentagon,magenta,1211,460,36437
195,quadrilateral,bright_green,798,217,26878
196,quadrilateral,red,208,446,30050
196,circle,yellow,953,449,32933
196,pentagon,blue,812,489,17265
196,pentagon,magenta,1207,455,36141
196,quadrilateral,bright_green,782,179,26767
197,quadrilateral,red,206,450,30113
197,circle,yellow,962,474,32947
197,pentagon,blue,812,481,16600
197,pentagon,magenta,1203,451,36241
197,quadrilateral,bright_green,766,163,26746
198,quadrilateral,red,205,454,30036
198,circle,yellow,970,498,33013
198,quadrilateral,blue,816,476,16937
198,pentagon,magenta,1199,446,36297
198,quadrilateral,bright_green,759,201,26903
199,quadrilateral,red,204,457,30112
199,circle,yellow,979,523,32946
199,quadrilateral,blue,822,473,18008
199,pentagon,magenta,1195,442,36473
199,quadrilateral,bright_green,754,239,26763
200,quadrilateral,red,204,461,30186
200,circle,yellow,989,547,32938
200,quadrilateral,blue,829,471,19035
200,pentagon,magenta,1190,437,36176
200,quadrilateral,bright_green,751,277,26876
201,quadrilateral,red,204,465,30148
201,circle,yellow,1001,571,32952
201,pentagon,blue,836,474,19161
201,pentagon,magenta,1185,433,36340
201,quadrilateral,bright_green,750,315,26818
202,quadrilateral,red,204,469,30098
202,circle,yellow,1018,594,33056
202,polygon,blue,844,480,17712
202,pentagon,magenta,1181,428,36293
202,quadrilateral,bright_green,750,353,26691
203,quadrilateral,red,202,473,30141
203,circle,yellow,1038,616,33039
203,pentagon,blue,852,477,15857
203,pentagon,magenta,1176,424,36446
203,quadrilateral,bright_green,749,391,26632
204,quadrilateral,red,202,477,30094
204,circle,yellow,1061,637,32951
204,polygon,blue,866,465,13540
204,pentagon,magenta,1171,419,36197
204,quadrilateral,bright_green,748,429,26708
205,quadrilateral,red,202,481,30104
205,circle,yellow,1086,658,33038
205,pentagon,blue,881,444,12474
205,pentagon,magenta,1166,414,36328
205,quadrilateral,bright_green,747,467,26789
206,quadrilateral,red,202,485,30103
206,circle,yellow,1114,677,33014
206,pentagon,blue,876,440,15076
206,pentagon,magenta,1160,410,36329
206,quadrilateral,bright_green,746,505,26728
207,quadrilateral,red,200,489,30122
207,circle,yellow,1144,695,33006
207,pentagon,blue,870,440,17804
207,pentagon,magenta,1155,406,36541
207,quadrilateral,bright_green,746,543,26639
208,quadrilateral,red,200,493,30094
208,circle,yellow,1176,712,33057
208,triangle,blue,863,444,20722
208,pentagon,magenta,1149,400,36280
208,quadrilateral,bright_green,745,581,26743
209,quadrilateral,red,199,497,30103
209,circle,yellow,1211,727,32969
209,triangle,blue,866,440,20758
209,pentagon,magenta,1143,396,36366
209,quadrilateral,bright_green,745,619,26857
210,quadrilateral,red,199,501,30052
210,circle,yellow,1247,741,32987
210,triangle,blue,870,436,20739
210,pentagon,magenta,1137,392,36632
210,quadrilateral,bright_green,745,657,26712
211,quadrilateral,red,198,506,30094
211,circle,yellow,1286,754,33047
211,triangle,blue,873,432,20788
211,pentagon,magenta,1131,387,36219
211,quadrilateral,bright_green,745,695,26722
212,quadrilateral,red,198,510,30086
212,circle,yellow,1325,765,32993
212,triangle,blue,876,427,20861
212,pentagon,magenta,1125,382,36444
212,quadrilateral,bright_green,744,733,26746
213,quadrilateral,red,198,514,30112
213,circle,yellow,1366,775,33030
213,triangle,blue,879,423,20929
213,pentagon,magenta,1118,378,36387
213,quadrilateral,bright_green,743,771,26677
214,quadrilateral,red,197,518,30073
214,circle,yellow,1406,785,33028
214,triangle,blue,882,419,20970
214,pentagon,magenta,1112,374,36514
214,quadrilateral,bright_green,741,809,26913
215,quadrilateral,red,197,523,30106
215,circle,yellow,1448,792,33048
215,triangle,blue,885,415,21031
215,pentagon,magenta,1105,369,36283
215,quadrilateral,bright_green,736,845,26745
216,quadrilateral,red,198,527,30137
216,circle,yellow,1492,797,33023
216,triangle,blue,888,410,20716
216,pentagon,magenta,1098,364,36292
216,quadrilateral,bright_green,727,807,26735
217,quadrilateral,red,198,532,30086
217,circle,yellow,1535,801,32984
217,triangle,blue,891,405,20822
217,pentagon,magenta,1091,360,36467
217,quadrilateral,bright_green,718,769,26775
218,quadrilateral,red,198,536,30069
218,circle,yellow,1579,804,33026
218,triangle,blue,894,401,20923
218,pentagon,magenta,1083,356,36511
218,quadrilateral,bright_green,710,731,26811
219,quadrilateral,red,198,541,30056
219,circle,yellow,1614,791,33009
219,triangle,blue,897,397,21087
219,pentagon,magenta,1076,350,36322
219,quadrilateral,bright_green,701,693,26685
220,quadrilateral,red,198,545,30098
220,circle,yellow,1648,775,33045
220,triangle,blue,900,391,20719
220,pentagon,magenta,1069,346,36402
220,quadrilateral,bright_green,691,655,26758
221,quadrilateral,red,198,550,30033
221,circle,yellow,1680,758,33030
221,quadrilateral,blue,901,386,20199
221,pentagon,magenta,1061,342,36509
221,quadrilateral,bright_green,675,619,26753
222,quadrilateral,red,196,555,30022
222,circle,yellow,1710,740,33054
222,quadrilateral,blue,900,382,19236
222,pentagon,magenta,1053,337,36243
222,quadrilateral,bright_green,659,581,26676
223,quadrilateral,red,196,559,30043
223,circle,yellow,1734,719,32986
223,quadrilateral,blue,898,377,17354
223,pentagon,magenta,1045,332,36356
223,quadrilateral,bright_green,644,544,26835
224,quadrilateral,red,196,564,30091
224,circle,yellow,1757,698,33020
224,quadrilateral,blue,896,374,15726
224,pentagon,magenta,1037,328,36433
224,quadrilateral,bright_green,628,507,26807
225,quadrilateral,red,197,569,30014
225,circle,yellow,1777,675,32982
225,quadrilateral,blue,895,373,14105
225,pentagon,magenta,1028,324,36513
225,quadrilateral,bright_green,612,471,26903
226,quadrilateral,red,196,574,30102
226,circle,yellow,1795,653,32972
226,pentagon,blue,889,369,11485
226,pentagon,magenta,1019,320,36586
226,quadrilateral,bright_green,596,433,26699
227,quadrilateral,red,196,578,30082
227,circle,yellow,1811,630,33005
227,quadrilateral,blue,889,379,9542
227,pentagon,magenta,1011,315,36314
227,quadrilateral,bright_green,580,396,26793
228,quadrilateral,red,196,583,30095
228,circle,yellow,1824,606,32700
228,triangle,blue,880,376,7185
228,pentagon,magenta,1002,310,36339
228,quadrilateral,bright_green,563,361,26733
229,quadrilateral,red,196,588,30077
229,circle,yellow,1832,582,31580
229,triangle,blue,877,376,5773
229,pentagon,magenta,993,306,36354
229,quadrilateral,bright_green,547,323,26719
230,quadrilateral,red,196,593,30087
230,circle,yellow,1838,558,30294
230,triangle,blue,873,375,4329
230,pentagon,magenta,983,302,36382
230,quadrilateral,bright_green,530,286,26978
231,quadrilateral,red,196,598,30070
231,circle,yellow,1844,533,28861
231,quadrilateral,blue,868,374,3180
231,pentagon,magenta,974,298,36445
231,quadrilateral,bright_green,513,249,26854
232,quadrilateral,red,196,603,30129
232,circle,yellow,1849,509,27325
232,triangle,blue,863,374,2355
232,pentagon,magenta,964,294,36402
232,quadrilateral,bright_green,496,213,26881
233,quadrilateral,red,198,608,30039
233,circle,yellow,1854,485,25646
233,quadrilateral,blue,858,373,1506
233,pentagon,magenta,954,290,36446
233,quadrilateral,bright_green,476,177,26957
234,quadrilateral,red,198,614,30046
234,circle,yellow,1858,461,23921
234,pentagon,blue,853,372,795
234,pentagon,magenta,944,286,36417
234,quadrilateral,bright_green,456,141,26965
235,quadrilateral,red,198,619,30139
235,circle,yellow,1863,436,22132
235,quadrilateral,blue,1025,366,982
235,pentagon,magenta,933,282,36344
235,quadrilateral,bright_green,436,103,26683
236,quadrilateral,red,198,624,30081
236,circle,yellow,1867,412,20561
236,quadrilateral,blue,1021,356,1608
236,pentagon,magenta,923,278,36439
236,quadrilateral,bright_green,415,69,26123
237,quadrilateral,red,200,629,30004
237,circle,yellow,1864,387,21651
237,quadrilateral,blue,1016,346,2360
237,pentagon,magenta,912,274,36387
237,quadrilateral,bright_green,395,49,19774
238,quadrilateral,red,200,634,29989
238,circle,yellow,1861,363,22750
238,triangle,blue,1010,336,3167
238,pentagon,magenta,901,270,36349
238,quadrilateral,bright_green,379,38,16022
239,quadrilateral,red,202,640,29959
239,circle,yellow,1859,338,23835
239,triangle,blue,1004,326,4070
239,pentagon,magenta,890,266,36377
239,quadrilateral,bright_green,379,59,22954
240,quadrilateral,red,204,645,30086
240,circle,yellow,1855,313,24955
240,triangle,blue,998,317,4935
240,pentagon,magenta,879,262,36395
240,quadrilateral,bright_green,378,87,26706
241,quadrilateral,red,206,650,30059
241,circle,yellow,1852,289,26289
241,triangle,blue,991,309,6094
241,pentagon,blue,945,179,697
241,pentagon,magenta,868,260,36582
241,quadrilateral,bright_green,379,125,26750
242,quadrilateral,red,207,656,30013
242,circle,yellow,1847,264,28029
242,triangle,blue,984,300,7058
242,quadrilateral,blue,944,180,1142
242,pentagon,magenta,856,256,36442
242,quadrilateral,bright_green,378,163,26882
243,quadrilateral,red,209,661,30017
243,circle,yellow,1838,241,30174
243,pentagon,blue,970,273,9602
243,pentagon,magenta,845,252,36399
243,quadrilateral,bright_green,378,201,26806
244,quadrilateral,red,212,667,30065
244,circle,yellow,1825,219,32486
244,pentagon,blue,962,265,10795
244,pentagon,magenta,832,248,36438
244,quadrilateral,bright_green,377,239,26718
245,quadrilateral,red,213,672,30057
245,circle,yellow,1800,199,33037
245,pentagon,blue,955,259,12099
245,pentagon,magenta,820,246,36556
245,quadrilateral,bright_green,376,277,26799
246,quadrilateral,red,216,678,30070
246,circle,yellow,1768,182,33030
246,pentagon,blue,946,252,13124
246,pentagon,magenta,808,242,36349
246,quadrilateral,bright_green,374,315,26729
247,quadrilateral,red,218,683,30133
247,circle,yellow,1731,168,33005
247,pentagon,blue,938,246,14041
247,pentagon,magenta,795,240,36538
247,quadrilateral,bright_green,372,353,26692
248,quadrilateral,red,221,689,29852
248,circle,yellow,1689,162,32964
248,pentagon,blue,929,241,15089
248,pentagon,magenta,782,238,36536
248,quadrilateral,bright_green,370,391,26862
249,quadrilateral,red,223,694,29968
249,circle,yellow,1646,168,33049
249,pentagon,blue,920,236,15837
249,pentagon,magenta,768,235,36348
